2018 Testbeam Scan5 timing data
 Module1    Module2    Module3    Module4    Module5
   1.247,     1.916,     1.603,    -8.330,    -2.458
   2.240,     2.909,     2.596,    -7.337,    -1.465
   3.233,     3.902,     3.589,    -6.345,    -0.472
   4.226,     4.895,     4.582,    -5.352,     0.521
   5.218,     5.888,     5.575,    -4.359,     1.514
   6.211,     6.880,     6.568,    -3.366,     2.506
   7.204,     7.873,     7.561,    -2.373,     3.499
   8.197,     8.866,     8.553,    -1.380,     4.492
   9.190,     9.859,     9.546,    -0.388,     5.485
  10.182,    10.852,    10.539,     0.605,     6.478
  11.175,    11.845,    11.532,     1.598,     7.471
  12.168,    12.838,    12.525,     2.591,     8.463
  13.161,    13.830,    13.518,     3.584,     9.456
  14.154,    14.823,    14.510,     4.577,    10.449
  15.147,    15.816,    15.503,     5.569,    11.442
  16.140,    16.809,    16.496,     6.562,    12.435
  17.132,    17.802,    17.489,     7.555,    13.428
  18.125,    18.794,    18.482,     8.548,    14.421
  19.118,    19.787,    19.475,     9.541,    15.413
  20.111,    20.780,    20.468,    10.534,    16.406
  21.104,    21.773,    21.460,    11.527,    17.399
  22.097,    22.766,    22.453,    12.519,    18.392
  23.089,    23.759,    23.446,    13.512,    19.385
  24.082,    24.752,    24.439,    14.505,    20.378
  25.075,    25.744,    25.432,    15.498,    21.370
  26.068,    26.737,    26.424,    16.491,    22.363
  27.061,    27.730,    27.417,    17.484,    23.356
  28.054,    28.723,    28.410,    18.476,    24.349
  29.047,    29.716,    29.403,    19.469,    25.342
  30.039,    30.709,    30.396,    20.462,    26.335
  31.032,    31.701,    31.389,    21.455,    27.328
  32.025,    32.694,    32.382,    22.448,    28.320
  33.018,    33.687,    33.374,    23.441,    29.313
  34.011,    34.680,    34.367,    24.433,    30.306
  35.004,    35.673,    35.360,    25.426,    31.299
  35.996,    36.666,    36.353,    26.419,    32.292
  36.989,    37.658,    37.346,    27.412,    33.285
  37.982,    38.651,    38.339,    28.405,    34.277
  38.975,    39.644,    39.331,    29.398,    35.270
  39.968,    40.637,    40.324,    30.390,    36.263
  40.961,    41.630,    41.317,    31.383,    37.256
  41.953,    42.623,    42.310,    32.376,    38.249
  42.946,    43.615,    43.303,    33.369,    39.242
  43.939,    44.608,    44.296,    34.362,    40.234
  44.932,    45.601,    45.288,    35.355,    41.227
  45.925,    46.594,    46.281,    36.347,    42.220
  46.918,    47.587,    47.274,    37.340,    43.213
  47.910,    48.580,    48.267,    38.333,    44.206
  48.903,    49.572,    49.260,    39.326,    45.199
  49.896,    50.565,    50.253,    40.319,    46.191
  50.889,    51.558,    51.245,    41.312,    47.184
  51.882,    52.551,    52.238,    42.305,    48.177
  52.875,    53.544,    53.231,    43.297,    49.170
  53.867,    54.537,    54.224,    44.290,    50.163
  54.860,    55.529,    55.217,    45.283,    51.156
  55.853,    56.522,    56.210,    46.276,    52.148
  56.846,    57.515,    57.203,    47.269,    53.141
  57.839,    58.508,    58.195,    48.262,    54.134
  58.832,    59.501,    59.188,    49.254,    55.127
  59.825,    60.494,    60.181,    50.247,    56.120
  60.817,    61.487,    61.174,    51.240,    57.113
  61.810,    62.479,    62.167,    52.233,    58.105
  62.803,    63.472,    63.160,    53.226,    59.098
  63.796,    64.465,    64.152,    54.219,    60.091
  64.789,    65.458,    65.145,    55.212,    61.084
  65.781,    66.451,    66.138,    56.204,    62.077
  66.774,    67.444,    67.131,    57.197,    63.070
  67.767,    68.436,    68.124,    58.190,    64.062
  68.760,    69.429,    69.117,    59.183,    65.055
  69.753,    70.422,    70.109,    60.176,    66.048
  70.746,    71.415,    71.102,    61.169,    67.041
  71.739,    72.408,    72.095,    62.161,    68.034
  72.731,    73.401,    73.088,    63.154,    69.027
  73.724,    74.394,    74.081,    64.147,    70.019
  74.717,    75.386,    75.074,    65.140,    71.012
  75.710,    76.379,    76.066,    66.133,    72.005
  76.703,    77.372,    77.059,    67.126,    72.998
  77.696,    78.365,    78.052,    68.118,    73.991
  78.688,    79.358,    79.045,    69.111,    74.984
  79.681,    80.350,    80.038,    70.104,    75.977
  80.674,    81.343,    81.031,    71.097,    76.969
  81.667,    82.336,    82.023,    72.090,    77.962
  82.660,    83.329,    83.016,    73.083,    78.955
  83.653,    84.322,    84.009,    74.075,    79.948
  84.645,    85.315,    85.002,    75.068,    80.941
  85.638,    86.308,    85.995,    76.061,    81.934
  86.631,    87.300,    86.988,    77.054,    82.926
  87.624,    88.293,    87.981,    78.047,    83.919
  88.617,    89.286,    88.973,    79.040,    84.912
  89.610,    90.279,    89.966,    80.032,    85.905
  90.603,    91.272,    90.959,    81.025,    86.898
  91.595,    92.265,    91.952,    82.018,    87.891
  92.588,    93.257,    92.945,    83.011,    88.883
  93.581,    94.250,    93.938,    84.004,    89.876
  94.574,    95.243,    94.930,    84.997,    90.869
  95.567,    96.236,    95.923,    85.990,    91.862
  96.559,    97.229,    96.916,    86.982,    92.855
  97.552,    98.222,    97.909,    87.975,    93.848
  98.545,    99.214,    98.902,    88.968,    94.841
  99.538,   100.207,    99.894,    89.961,    95.833
 100.531,   101.200,   100.887,    90.954,    96.826
 101.524,   102.193,   101.880,    91.947,    97.819
 102.516,   103.186,   102.873,    92.939,    98.812
 103.509,   104.179,   103.866,    93.932,    99.805
 104.502,   105.171,   104.859,    94.925,   100.797
 105.495,   106.164,   105.852,    95.918,   101.790
 106.488,   107.157,   106.844,    96.911,   102.783
 107.481,   108.150,   107.837,    97.903,   103.776
 108.474,   109.143,   108.830,    98.896,   104.769
 109.466,   110.136,   109.823,    99.889,   105.762
 110.459,   111.128,   110.816,   100.882,   106.755
 111.452,   112.121,   111.809,   101.875,   107.747
 112.445,   113.114,   112.801,   102.868,   108.740
 113.438,   114.107,   113.794,   103.860,   109.733
 114.431,   115.100,   114.787,   104.853,   110.726
 115.423,   116.093,   115.780,   105.846,   111.719
 116.416,   117.085,   116.773,   106.839,   112.712
 117.409,   118.078,   117.766,   107.832,   113.704
 118.402,   119.071,   118.758,   108.825,   114.697
 119.395,   120.064,   119.751,   109.818,   115.690
 120.388,   121.057,   120.744,   110.810,   116.683
 121.380,   122.050,   121.737,   111.803,   117.676
 122.373,   123.043,   122.730,   112.796,   118.669
 123.366,   124.035,   123.723,   113.789,   119.661
 124.359,   125.028,   124.715,   114.782,   120.654
 125.352,   126.021,   125.708,   115.774,   121.647
 126.345,   127.014,   126.701,   116.767,   122.640
 127.337,   128.007,   127.694,   117.760,   123.633
 128.330,   128.999,   128.687,   118.753,   124.626
 129.323,   129.992,   129.680,   119.746,   125.618
 130.316,   130.985,   130.672,   120.739,   126.611
 131.309,   131.978,   131.665,   121.731,   127.604
 132.302,   132.971,   132.658,   122.724,   128.597
 133.294,   133.964,   133.651,   123.717,   129.590
 134.287,   134.956,   134.644,   124.710,   130.583
 135.280,   135.949,   135.637,   125.703,   131.575
